StudentID,Gender,City,CollegeTier,Stream,Specialisation,Hostel,HistoryOfBacklogs,SGPA_Sem1,SGPA_Sem2,SGPA_Sem3,SGPA_Sem4,SGPA_Sem5,SGPA_Sem6,SGPA_Sem7,SGPA_Sem8,CGPA,AttendancePercent,Internships,Projects,Workshops,Certifications,Publications,AptitudeTestScore,SoftSkillsRating,CodingTestScore,MockInterviewScore,ExtraCurricular,CGPA_Tier,PlacementStatus,IsAnomaly
49530,Male,Chennai,Tier2,CS,DataScience,Yes,No,6.99,6.59,6.58,7.29,6.44,6.78,6.93,6.25,6.73,74.3,1,2,2.0,1,0,55.7,5.23,53.7,49.7,Yes,Medium,1,0
49531,Female,Jaipur,Tier3,IT,DataScience,Yes,No,7.73,8.16,8.11,8.12,8.37,7.63,8.3,8.33,8.09,77.6,3,3,2.0,2,1,67.1,7.02,68.8,78.2,Yes,High,1,0
49532,Female,Hyderabad,Tier1,CS,DataScience,No,No,9.62,9.25,9.28,9.06,9.15,9.69,9.71,8.77,9.32,94.6,2,6,6.0,3,2,92.4,9.16,100.0,98.4,No,Excellent,1,0
49533,Male,Delhi,Tier3,EE,DataScience,No,No,6.39,6.33,5.91,5.93,6.06,6.38,7.38,6.62,6.38,58.6,1,1,2.0,1,0,41.8,5.46,35.2,45.6,No,Medium,0,0
49534,Male,Hyderabad,Tier2,ECE,AI,Yes,No,8.92,9.09,9.2,9.2,8.69,9.82,9.53,9.58,9.25,86.9,2,5,3.0,4,2,89.5,9.0,94.6,,No,Excellent,1,0
49535,Male,Delhi,Tier2,CS,AI,Yes,No,7.37,7.44,8.09,6.77,7.79,7.45,7.59,7.71,7.53,84.2,1,3,,3,1,71.3,6.88,69.7,71.0,No,High,1,0
49536,Male,Hyderabad,Tier1,IT,AI,No,No,7.37,7.1,7.01,7.1,6.57,6.73,7.19,6.61,6.96,69.2,1,3,3.0,3,0,66.1,5.26,54.6,70.7,No,Medium,0,0
49537,Male,Delhi,Tier2,CS,DataScience,Yes,Yes,6.32,6.48,6.58,7.06,6.07,6.19,6.49,6.25,6.43,63.5,0,1,1.0,1,0,,6.62,50.5,,No,Medium,0,0
49538,Female,Jaipur,Tier3,ECE,Embedded,No,Yes,9.64,9.67,9.4,9.85,9.33,9.62,8.65,9.85,9.5,95.4,3,4,,5,2,100.0,9.17,91.0,100.0,No,Excellent,1,0
49539,Male,Kolkata,Tier2,IT,DataScience,No,No,6.36,6.88,6.81,6.44,6.87,7.27,6.13,6.62,6.67,69.5,2,1,2.0,1,0,65.1,6.58,57.7,62.2,Yes,Medium,0,0
49540,Male,Mumbai,Tier2,Mechanical,DataScience,Yes,Yes,7.15,7.2,7.61,7.87,7.24,7.32,7.85,7.78,7.5,82.3,2,4,3.0,2,0,73.7,7.46,66.7,70.1,No,Medium,0,0
49541,Male,Ahmedabad,Tier2,Civil,Networking,No,No,9.02,8.76,8.51,9.2,9.08,9.52,8.92,8.92,8.99,88.7,3,4,4.0,4,1,92.5,9.17,88.8,75.5,Yes,Excellent,1,0
49542,Male,Ahmedabad,Tier2,ECE,AI,Yes,No,7.3,7.33,7.4,7.91,6.8,7.57,6.62,6.98,7.24,74.2,1,3,1.0,4,0,56.8,6.87,69.2,63.9,No,Medium,1,0
49543,Female,Ahmedabad,Tier2,IT,DataScience,No,No,7.6,6.84,7.48,7.45,6.68,8.33,7.79,7.26,7.43,73.2,1,2,,3,0,66.2,7.11,69.2,55.9,No,Medium,0,0
49544,Female,Kolkata,Tier3,Mechanical,DataScience,No,No,6.74,6.76,6.4,7.26,6.83,7.51,6.75,6.81,6.88,68.0,0,1,2.0,2,0,48.2,4.91,43.2,59.3,No,Medium,0,0
49545,Female,Jaipur,Tier2,IT,Embedded,No,Yes,7.3,8.33,8.92,8.51,8.09,8.98,8.47,8.23,8.35,89.3,2,4,3.0,4,1,81.1,8.39,90.2,79.0,Yes,High,1,0
49546,Female,Bangalore,Tier3,ECE,DataScience,No,No,6.63,6.42,6.7,6.27,6.67,5.59,6.04,6.41,6.34,76.5,0,3,2.0,2,0,50.0,6.11,35.9,49.6,No,Medium,0,0
49547,Male,Pune,Tier2,Civil,DataScience,No,Yes,5.37,5.8,6.12,6.53,5.93,5.59,5.08,6.8,5.9,60.1,1,0,1.0,0,0,39.8,4.48,32.1,46.3,Yes,Low,0,0
49548,Female,Chennai,Tier2,Civil,AI,Yes,No,8.14,9.24,8.85,9.02,8.97,8.95,9.29,8.9,8.92,86.5,2,4,4.0,3,2,84.6,9.11,89.3,,No,Excellent,1,0
49549,Female,Hyderabad,Tier3,ECE,Networking,Yes,No,6.69,6.1,6.86,6.81,6.81,6.65,6.53,6.84,6.66,74.0,0,1,0.0,0,0,57.5,5.25,46.3,46.7,Yes,Medium,0,0
49550,Male,Mumbai,Tier1,CS,DataScience,No,No,6.12,5.83,6.16,6.49,6.4,6.23,6.2,6.44,6.23,72.6,1,1,,1,0,44.3,4.39,,56.5,Yes,Medium,0,0
49551,Female,Pune,Tier3,IT,AI,No,No,6.77,7.42,6.77,7.27,7.56,7.38,6.91,7.35,7.18,68.6,2,1,3.0,3,1,53.7,6.43,56.6,61.5,No,Medium,0,0
49552,Male,Kolkata,Tier3,IT,Networking,No,No,8.4,9.72,9.17,8.82,9.32,9.49,9.2,9.53,9.21,98.5,4,6,5.0,5,2,93.3,8.32,92.3,91.3,No,Excellent,1,0
49553,Male,Hyderabad,Tier1,ECE,AI,No,Yes,7.79,7.63,7.16,7.79,7.53,7.93,7.25,7.93,7.63,86.3,2,2,3.0,1,1,75.0,5.94,59.4,72.4,Yes,High,0,0
49554,Male,Pune,Tier1,Civil,Networking,No,No,7.26,7.08,7.39,6.89,6.84,7.52,7.17,6.86,7.13,71.3,2,3,3.0,2,0,63.7,7.18,45.8,55.1,No,Medium,0,0
49555,Male,Ahmedabad,Tier1,Civil,DataScience,No,No,5.72,6.02,6.17,6.32,6.07,5.59,6.14,6.12,6.02,64.6,0,1,1.0,0,0,41.3,4.52,32.3,,Yes,Medium,0,0
49556,Female,Hyderabad,Tier3,EE,DataScience,Yes,No,7.63,7.85,7.49,8.8,7.41,8.58,8.7,8.27,8.09,80.7,1,6,4.0,5,1,76.1,7.76,91.3,75.6,Yes,High,1,0
49557,Male,Pune,Tier2,ECE,Networking,No,No,6.24,6.87,7.05,7.19,6.66,6.65,6.53,6.36,6.69,59.5,1,2,2.0,1,1,,4.9,46.7,60.5,Yes,Medium,0,0
49558,Male,Ahmedabad,Tier1,ECE,DataScience,Yes,Yes,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0,4,7,5.0,7,2,100.0,10.0,100.0,,No,Excellent,1,0
49559,Female,Delhi,Tier3,Mechanical,Networking,No,No,5.59,6.27,5.4,5.64,6.67,6.3,6.28,6.63,6.1,55.6,0,2,0.0,1,0,41.3,4.43,49.0,45.1,No,Medium,0,0
49560,Male,Ahmedabad,Tier2,CS,Networking,Yes,No,7.66,7.43,7.78,7.71,7.06,7.32,7.05,7.13,7.39,67.3,1,1,1.0,3,1,56.5,5.82,56.2,60.8,Yes,Medium,0,0
49561,Male,Jaipur,Tier2,CS,Networking,Yes,No,6.02,6.38,6.07,6.05,6.66,6.12,5.76,5.75,6.1,53.0,0,2,0.0,1,0,40.1,3.49,41.6,45.8,Yes,Medium,0,0
49562,Female,Hyderabad,Tier2,CS,Networking,No,No,7.21,7.14,6.81,7.02,7.59,6.14,6.96,6.54,6.93,64.9,0,3,1.0,2,0,59.5,5.51,56.3,54.3,Yes,Medium,1,0
49563,Female,Hyderabad,Tier3,IT,AI,Yes,No,7.59,7.64,7.69,8.7,8.12,8.51,8.27,8.26,8.1,82.8,3,4,2.0,4,1,64.8,8.1,75.9,76.0,No,High,1,0
49564,Male,Hyderabad,Tier1,IT,AI,Yes,No,7.48,7.65,7.3,7.05,7.83,7.24,7.36,7.08,7.37,67.6,1,2,2.0,1,0,66.5,5.88,72.0,71.6,Yes,Medium,1,0
49565,Female,Hyderabad,Tier3,IT,Embedded,Yes,No,7.44,7.43,7.07,7.33,6.92,7.69,7.77,7.78,7.43,79.7,2,1,,3,1,62.7,7.13,74.9,61.5,No,Medium,1,0
49566,Female,Pune,Tier2,IT,DataScience,No,No,8.1,8.06,7.93,7.24,8.34,8.25,8.24,8.29,8.06,83.9,3,4,,4,1,73.2,7.29,67.3,80.3,Yes,High,1,0
49567,Male,Jaipur,Tier2,Mechanical,AI,No,No,6.67,6.57,7.51,6.31,7.07,6.8,6.88,6.94,6.84,70.3,0,2,2.0,2,0,61.4,5.91,41.1,62.9,No,Medium,0,0
49568,Female,Kolkata,Tier2,IT,Embedded,No,Yes,7.41,7.54,7.74,7.67,7.82,8.05,9.03,7.99,7.91,79.1,2,3,,4,1,69.5,8.08,77.5,,Yes,High,1,0
49569,Female,Delhi,Tier2,EE,DataScience,No,Yes,6.73,5.93,6.81,6.56,6.79,7.01,6.85,6.39,6.63,55.3,1,2,0.0,2,0,59.1,4.89,54.4,52.9,No,Medium,0,0
49570,Female,Pune,Tier3,EE,AI,No,Yes,5.64,5.65,6.26,5.83,5.74,5.69,5.77,5.65,5.78,54.4,0,0,0.0,0,0,39.9,4.38,18.7,35.6,No,Low,0,0
49571,Male,Delhi,Tier2,Civil,AI,No,No,7.91,8.5,8.21,8.46,8.34,9.24,8.71,8.72,8.51,76.9,2,4,3.0,4,1,84.7,8.46,77.4,83.7,No,Excellent,1,0
49572,Female,Hyderabad,Tier3,ECE,Embedded,No,No,7.46,6.9,7.5,6.62,6.8,7.02,6.82,7.48,7.07,62.0,1,2,0.0,3,0,61.5,5.96,48.6,75.7,No,Medium,0,0
49573,Male,Hyderabad,Tier2,ECE,AI,Yes,Yes,7.9,7.86,7.67,8.15,8.04,7.61,7.99,8.32,7.94,86.4,2,5,2.0,4,1,74.9,7.21,64.9,79.8,Yes,High,1,0
49574,Female,Kolkata,Tier1,CS,Networking,No,No,6.37,6.21,6.87,6.08,6.53,6.82,7.1,7.32,6.66,70.9,1,3,2.0,1,1,45.4,5.86,43.7,62.3,No,Medium,0,0
49575,Male,Hyderabad,Tier2,Mechanical,Embedded,No,Yes,9.2,8.83,8.97,9.69,9.41,9.41,9.16,8.77,9.18,90.9,3,5,,5,1,,8.94,100.0,78.9,Yes,Excellent,1,0
49576,Female,Ahmedabad,Tier2,IT,Embedded,Yes,No,7.04,7.09,6.99,7.82,7.96,6.9,7.33,7.34,7.31,78.8,1,3,3.0,2,0,62.1,6.78,59.0,72.7,No,Medium,1,0
49577,Female,Hyderabad,Tier2,Mechanical,AI,No,No,9.2,9.06,8.23,8.87,8.41,9.09,8.77,9.09,8.84,82.5,2,4,4.0,4,1,83.7,8.92,94.0,87.6,No,Excellent,1,0
49578,Male,Pune,Tier1,EE,DataScience,No,No,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0,4,6,5.0,6,3,,10.0,100.0,100.0,No,Excellent,1,0
49579,Male,Jaipur,Tier2,ECE,AI,Yes,No,5.2,6.44,6.09,6.12,6.38,6.22,6.91,6.61,6.25,57.1,0,1,0.0,2,0,46.8,,36.8,46.0,No,Medium,0,0
49580,Male,Delhi,Tier3,IT,DataScience,Yes,No,8.03,7.71,7.59,8.12,7.75,7.87,7.91,7.9,7.86,77.6,2,3,2.0,3,1,77.0,6.59,81.5,73.8,Yes,High,1,0
49581,Male,Delhi,Tier3,CS,DataScience,No,No,5.52,6.49,5.9,6.43,6.26,6.52,5.89,6.5,6.19,63.8,0,1,1.0,4,0,53.6,4.42,54.1,62.9,No,Medium,0,0
49582,Female,Mumbai,Tier2,IT,Embedded,No,No,6.8,7.2,6.45,6.15,7.26,7.04,7.09,7.0,6.87,72.5,0,3,0.0,3,0,46.9,6.79,65.5,59.2,No,Medium,0,0
49583,Female,Pune,Tier3,Mechanical,Embedded,No,No,8.05,8.97,8.67,8.45,8.71,9.16,9.08,9.08,8.77,89.4,2,4,4.0,5,1,93.8,9.36,78.1,80.4,Yes,Excellent,1,0
49584,Female,Jaipur,Tier3,IT,DataScience,No,No,6.88,6.98,7.81,7.12,6.6,6.95,7.32,7.1,7.1,79.3,1,3,,1,1,70.5,6.16,53.6,,Yes,Medium,1,0
49585,Female,Pune,Tier2,CS,AI,Yes,No,6.99,7.57,6.96,7.94,7.18,7.35,7.45,7.61,7.38,73.3,2,1,2.0,3,0,76.0,7.35,64.2,72.9,Yes,Medium,1,0
49586,Female,Kolkata,Tier3,CS,DataScience,No,No,5.73,5.91,5.52,6.32,5.63,6.07,5.87,6.29,5.92,60.1,0,1,1.0,0,0,36.2,5.76,32.5,39.5,No,Low,0,0
49587,Male,Pune,Tier2,IT,AI,No,No,6.55,5.95,6.56,6.4,6.49,5.95,6.5,6.95,6.42,63.5,1,3,1.0,1,0,50.0,5.18,45.4,46.1,No,Medium,0,0
49588,Male,Chennai,Tier2,CS,AI,Yes,No,6.35,6.59,6.06,6.57,6.68,6.67,7.26,5.83,6.5,64.9,1,0,0.0,1,0,48.6,5.23,48.4,55.5,No,Medium,0,0
49589,Male,Kolkata,Tier2,Civil,AI,No,No,7.08,6.9,7.24,7.07,7.54,7.07,6.32,6.89,7.01,75.9,0,1,2.0,2,1,,6.02,57.7,57.7,Yes,Medium,1,0
49590,Female,Bangalore,Tier2,EE,Networking,Yes,No,6.99,6.54,7.25,6.71,7.18,6.03,7.06,6.88,6.83,71.3,2,3,3.0,2,0,45.2,6.52,49.0,,No,Medium,0,0
49591,Female,Bangalore,Tier1,EE,DataScience,Yes,No,7.11,7.68,7.51,7.86,7.8,8.03,7.31,8.37,7.71,87.7,2,2,2.0,3,1,68.7,7.8,77.6,,Yes,High,1,0
49592,Male,Pune,Tier2,ECE,Networking,No,Yes,7.32,7.37,7.28,8.0,7.95,7.84,7.59,7.9,7.66,74.3,1,4,2.0,1,0,58.8,6.44,76.3,71.3,No,High,1,0
49593,Male,Chennai,Tier2,IT,AI,Yes,Yes,6.28,6.62,6.65,6.16,6.98,7.08,6.5,7.45,6.72,73.5,0,1,,1,0,59.6,5.23,41.1,53.7,Yes,Medium,1,0
49594,Male,Jaipur,Tier2,Mechanical,AI,Yes,No,6.92,6.28,6.83,6.7,5.46,6.91,6.61,7.33,6.63,74.8,1,1,0.0,1,0,49.1,,60.1,62.1,Yes,Medium,0,0
49595,Female,Bangalore,Tier2,ECE,DataScience,Yes,Yes,7.02,7.25,7.07,7.73,7.68,7.36,7.5,7.13,7.34,76.0,1,2,3.0,2,0,62.7,6.25,54.6,66.6,No,Medium,1,0
49596,Female,Hyderabad,Tier2,IT,AI,Yes,Yes,5.97,6.06,6.5,5.98,6.01,6.16,6.28,6.35,6.16,56.3,1,1,2.0,0,0,37.1,3.88,29.7,51.5,Yes,Medium,0,0
49597,Male,Hyderabad,Tier3,CS,Networking,No,No,5.64,5.27,5.99,4.88,6.04,6.35,5.62,6.08,5.73,51.8,0,1,0.0,0,0,37.7,5.22,32.9,38.2,No,Low,0,0
49598,Female,Bangalore,Tier2,EE,Networking,Yes,Yes,5.02,5.09,5.6,5.46,4.6,5.17,5.57,4.74,5.16,57.6,0,0,0.0,0,0,34.2,,19.5,34.6,Yes,Low,0,0
49599,Female,Delhi,Tier1,EE,DataScience,No,Yes,6.58,6.69,6.86,7.25,6.76,6.66,7.2,7.45,6.93,71.5,1,2,1.0,1,0,59.8,7.15,59.7,60.9,No,Medium,1,0
49600,Male,Delhi,Tier2,Mechanical,AI,No,No,8.09,8.33,8.43,7.99,8.31,8.43,8.2,8.47,8.28,86.3,2,3,3.0,3,2,89.9,8.2,86.1,88.9,Yes,High,1,0
49601,Female,Bangalore,Tier2,ECE,AI,Yes,Yes,7.38,7.4,7.71,6.94,7.75,7.34,7.51,7.14,7.4,77.1,1,3,1.0,2,1,55.3,6.62,65.5,75.6,No,Medium,0,0
49602,Male,Ahmedabad,Tier3,CS,DataScience,Yes,No,7.62,7.36,7.89,8.3,7.98,8.3,8.38,8.85,8.09,94.3,1,4,4.0,4,1,73.9,8.13,77.1,83.0,No,High,1,0
49603,Female,Kolkata,Tier1,IT,Networking,No,No,5.86,5.7,6.01,6.21,5.28,6.32,6.6,5.97,5.99,61.9,1,1,0.0,0,0,53.1,5.35,42.3,,Yes,Low,0,0
49604,Female,Jaipur,Tier2,ECE,AI,Yes,No,9.4,10.0,9.47,9.19,8.56,9.78,9.46,9.07,9.37,87.8,3,4,5.0,4,1,90.6,9.4,99.9,100.0,Yes,Excellent,1,0
49605,Female,Ahmedabad,Tier3,ECE,DataScience,Yes,No,7.77,8.55,8.88,7.69,8.14,8.51,7.93,8.15,8.2,92.6,2,3,3.0,5,0,75.8,7.78,79.4,76.6,Yes,High,0,0
49606,Male,Mumbai,Tier3,IT,AI,Yes,No,5.8,6.98,7.29,6.69,7.05,7.11,7.18,6.67,6.85,60.1,0,2,2.0,1,0,48.5,5.88,60.7,59.4,No,Medium,0,0
49607,Female,Hyderabad,Tier2,IT,DataScience,Yes,Yes,8.7,7.98,8.45,9.13,8.64,9.04,8.59,8.36,8.61,88.8,2,5,3.0,5,1,87.9,8.91,77.0,,No,Excellent,0,0
49608,Male,Mumbai,Tier1,IT,DataScience,No,No,7.23,6.98,7.29,7.47,7.28,7.46,7.28,7.44,7.3,78.9,1,4,3.0,4,0,68.5,5.64,73.9,60.2,No,Medium,0,0
49609,Male,Chennai,Tier2,Mechanical,Networking,Yes,Yes,8.04,7.77,8.33,8.17,8.66,8.24,8.73,8.44,8.3,76.9,2,4,3.0,4,1,91.6,7.02,81.5,76.5,No,High,1,0
49610,Male,Delhi,Tier2,EE,DataScience,No,No,7.93,8.21,7.82,7.7,8.48,8.48,9.09,8.21,8.24,78.0,1,2,2.0,3,1,72.2,8.06,71.5,81.5,Yes,High,0,0
49611,Male,Jaipur,Tier2,Mechanical,DataScience,No,No,5.51,5.42,6.09,5.85,6.27,7.08,5.78,6.02,6.0,65.6,0,1,1.0,0,0,58.7,4.59,46.9,45.1,No,Low,0,0
49612,Female,Delhi,Tier2,IT,Embedded,No,No,7.44,7.3,7.47,8.22,8.06,8.11,7.53,8.73,7.86,73.9,2,3,3.0,3,0,70.4,,70.0,,No,High,1,1
49613,Male,Kolkata,Tier2,Mechanical,AI,Yes,No,6.98,6.3,6.45,5.77,6.59,6.69,6.17,6.96,6.49,64.1,0,2,1.0,2,0,58.0,4.92,43.6,64.8,Yes,Medium,0,0
49614,Female,Pune,Tier2,IT,DataScience,Yes,No,7.07,6.69,7.36,6.96,6.89,7.07,6.82,7.57,7.05,77.5,1,1,2.0,2,0,58.7,6.75,66.0,61.1,No,Medium,0,0
49615,Female,Delhi,Tier1,Civil,AI,No,No,7.11,6.88,7.34,7.84,7.36,7.5,7.39,7.87,7.41,76.8,1,2,2.0,2,0,73.8,5.77,51.9,74.1,No,Medium,1,0
49616,Female,Pune,Tier3,Mechanical,Embedded,No,No,8.9,9.02,8.77,9.58,9.56,8.74,9.29,8.34,9.02,79.6,3,6,5.0,3,2,91.1,7.98,79.9,,No,Excellent,1,0
49617,Male,Hyderabad,Tier3,Civil,Embedded,Yes,Yes,7.95,8.07,7.88,7.87,7.69,7.39,8.36,7.85,7.88,72.6,2,3,,3,1,,7.61,,71.4,No,High,1,0
49618,Male,Jaipur,Tier2,Mechanical,Embedded,Yes,Yes,6.83,7.56,7.55,7.32,7.7,7.13,7.62,7.24,7.37,75.3,1,3,1.0,2,0,65.6,6.8,50.9,67.6,Yes,Medium,0,0
49619,Female,Bangalore,Tier2,ECE,Embedded,Yes,No,8.2,7.92,8.34,8.78,8.14,7.72,7.8,7.75,8.08,77.9,1,3,4.0,4,1,78.2,8.48,73.9,88.4,No,High,1,0
49620,Male,Bangalore,Tier3,Mechanical,Networking,No,No,7.67,7.26,7.53,7.97,8.34,8.59,7.43,7.94,7.84,80.3,1,4,0.0,4,1,73.6,7.62,83.8,75.0,No,High,1,0
49621,Male,Jaipur,Tier1,CS,Networking,Yes,Yes,5.49,6.21,5.82,6.55,6.34,5.47,6.11,5.86,5.98,64.1,0,2,1.0,1,0,45.3,,,43.4,No,Low,0,0
49622,Female,Kolkata,Tier2,EE,AI,Yes,No,5.75,5.54,5.73,5.54,5.95,6.01,5.81,5.59,5.74,52.0,1,0,0.0,0,0,44.7,3.91,34.7,43.3,No,Low,0,0
49623,Female,Kolkata,Tier3,Mechanical,AI,Yes,No,9.01,8.95,8.84,8.69,8.34,8.39,9.18,8.48,8.74,96.0,1,5,5.0,6,2,94.1,8.96,83.5,92.8,Yes,Excellent,1,0
49624,Female,Mumbai,Tier2,IT,DataScience,Yes,No,7.9,7.64,7.67,8.47,7.99,7.62,7.92,8.27,7.94,74.9,1,3,,1,1,,7.91,61.3,88.8,No,High,1,0
49625,Male,Pune,Tier1,IT,Networking,Yes,Yes,5.83,5.4,5.28,6.19,5.91,5.46,5.57,5.94,5.7,64.6,0,0,0.0,0,0,46.6,5.54,36.9,,Yes,Low,0,0
49626,Male,Bangalore,Tier2,CS,AI,No,No,8.02,8.29,7.76,7.96,8.09,7.86,8.34,7.7,8.0,79.0,1,5,3.0,4,0,86.8,7.54,76.5,73.1,No,High,1,0
49627,Male,Bangalore,Tier3,ECE,Networking,No,No,5.6,5.75,5.94,5.92,5.77,5.5,6.06,5.31,5.73,55.0,0,1,0.0,0,0,37.5,4.59,42.3,39.8,Yes,Low,0,0
49628,Female,Hyderabad,Tier2,Civil,DataScience,No,No,5.92,6.38,6.31,6.02,6.15,5.88,6.76,5.86,6.16,61.5,1,1,1.0,0,0,53.8,5.04,48.9,57.0,No,Medium,0,0
49629,Female,Hyderabad,Tier3,CS,AI,No,No,6.49,6.59,6.56,7.66,6.62,6.97,7.54,6.9,6.92,62.8,0,3,1.0,3,1,66.6,7.08,50.6,51.3,No,Medium,0,0
49630,Female,Mumbai,Tier2,Mechanical,Embedded,No,No,6.95,7.07,6.84,7.61,7.57,8.03,6.7,7.36,7.27,74.5,0,2,2.0,2,1,68.9,7.19,57.7,72.0,Yes,Medium,0,0
49631,Female,Jaipur,Tier2,IT,DataScience,No,No,4.53,4.97,5.0,4.67,4.31,5.07,4.5,4.92,4.75,54.8,1,0,0.0,0,0,28.2,2.7,30.0,34.1,No,Low,0,0
49632,Male,Chennai,Tier2,IT,AI,No,Yes,7.93,6.89,7.58,7.12,6.69,7.34,7.36,7.38,7.29,79.1,1,3,2.0,2,1,74.4,6.47,67.2,64.9,No,Medium,1,0
49633,Female,Pune,Tier2,Mechanical,Networking,Yes,No,7.62,6.56,7.22,7.88,7.65,7.86,7.89,7.59,7.53,69.8,2,1,4.0,2,1,71.7,5.52,47.8,82.1,Yes,High,1,0
49634,Male,Hyderabad,Tier2,EE,AI,Yes,Yes,5.93,6.2,6.37,6.29,6.22,6.34,6.78,6.94,6.38,70.3,1,2,2.0,1,0,47.7,,49.7,54.7,Yes,Medium,0,0
49635,Female,Hyderabad,Tier2,Mechanical,DataScience,Yes,No,8.55,9.1,9.95,8.64,9.12,9.39,9.13,9.55,9.18,89.5,3,6,4.0,5,1,92.1,9.19,95.9,82.9,Yes,Excellent,1,0
49636,Female,Chennai,Tier3,IT,DataScience,Yes,No,7.37,7.49,7.32,7.1,6.83,6.83,7.05,7.32,7.16,77.1,1,2,,1,1,58.5,6.96,59.1,52.2,No,Medium,0,0
49637,Male,Pune,Tier1,IT,Networking,No,No,7.45,8.21,8.02,7.98,7.35,7.96,8.15,8.52,7.96,83.7,2,2,1.0,3,1,86.5,7.92,73.2,,Yes,High,1,0
49638,Male,Hyderabad,Tier2,Mechanical,Embedded,Yes,No,7.67,7.71,7.74,7.67,7.36,7.31,7.68,7.4,7.57,73.0,1,3,2.0,3,1,78.3,6.48,,66.5,No,High,0,0
49639,Male,Ahmedabad,Tier1,ECE,AI,Yes,No,6.82,7.4,6.9,7.05,6.94,7.33,7.07,7.54,7.13,69.2,1,1,2.0,1,0,62.4,6.3,56.2,67.4,Yes,Medium,0,0
49640,Male,Chennai,Tier1,EE,AI,Yes,No,7.89,7.86,8.14,7.95,8.13,7.97,9.47,8.25,8.21,81.7,1,4,3.0,5,0,68.8,7.74,70.0,68.3,No,High,0,0
49641,Female,Pune,Tier3,ECE,AI,Yes,No,8.14,7.56,7.93,7.33,7.69,7.81,7.87,7.65,7.75,80.4,1,3,2.0,4,0,78.5,7.6,69.6,78.3,Yes,High,1,0
49642,Female,Delhi,Tier3,IT,Embedded,Yes,No,7.07,7.68,7.48,7.58,7.25,7.47,7.2,7.09,7.35,81.8,1,3,0.0,3,1,58.7,6.26,68.9,63.1,Yes,Medium,0,0
49643,Male,Hyderabad,Tier1,EE,Networking,No,No,7.78,8.09,7.44,7.69,7.32,7.42,7.96,7.27,7.62,78.5,1,3,,2,1,66.6,7.23,64.2,60.6,No,High,0,0
49644,Female,Delhi,Tier2,CS,DataScience,No,No,5.86,6.18,6.47,6.52,6.56,6.65,6.67,6.87,6.47,74.5,0,2,1.0,1,0,57.0,5.83,38.5,48.7,No,Medium,0,0
49645,Male,Pune,Tier1,Mechanical,AI,No,No,4.88,5.6,5.69,4.96,5.75,6.12,6.27,5.61,5.61,59.7,1,0,1.0,0,0,22.0,3.84,38.6,,No,Low,0,0
49646,Female,Chennai,Tier2,CS,AI,No,Yes,5.88,6.33,6.36,6.03,6.14,6.23,5.59,6.33,6.11,59.6,0,0,1.0,0,0,,4.03,41.7,49.9,No,Medium,0,0
49647,Male,Ahmedabad,Tier3,CS,Embedded,No,No,7.61,7.53,8.08,8.51,8.45,8.67,8.28,8.75,8.24,79.0,1,4,2.0,2,0,79.4,7.75,72.8,86.2,Yes,High,1,0
49648,Female,Kolkata,Tier2,IT,Networking,Yes,No,8.01,7.92,7.73,7.71,7.9,7.28,7.91,8.27,7.84,84.3,1,3,2.0,2,1,59.3,6.76,,78.8,No,High,1,0
49649,Female,Mumbai,Tier2,CS,Networking,No,No,5.45,6.57,6.25,5.9,6.13,6.16,5.63,6.57,6.08,50.7,1,0,,1,0,44.7,4.31,39.0,45.4,No,Medium,0,0
49650,Male,Ahmedabad,Tier2,CS,Networking,No,No,6.26,6.74,5.79,6.23,6.05,6.27,6.04,6.67,6.26,65.6,1,0,0.0,0,0,45.6,5.76,,45.5,No,Medium,0,0
49651,Female,Pune,Tier3,Mechanical,AI,No,No,6.67,6.97,6.85,6.95,7.48,6.95,6.96,7.35,7.02,79.2,0,2,,1,1,65.8,6.68,50.0,61.0,Yes,Medium,0,0
49652,Female,Ahmedabad,Tier3,ECE,AI,Yes,No,7.03,6.79,6.57,6.44,7.29,6.68,6.58,7.06,6.81,67.1,1,1,1.0,1,1,66.5,6.73,56.6,62.8,Yes,Medium,1,0
49653,Female,Jaipur,Tier2,Mechanical,DataScience,Yes,No,7.06,6.95,7.24,6.63,7.11,7.26,7.03,7.57,7.11,90.5,1,2,1.0,2,1,59.0,5.91,49.8,62.4,No,Medium,1,0
49654,Female,Mumbai,Tier1,EE,Networking,Yes,Yes,7.98,7.83,7.7,7.75,7.31,7.18,7.39,7.67,7.6,78.1,2,3,2.0,2,0,65.2,7.71,66.0,67.0,No,High,0,0
49655,Male,Pune,Tier3,CS,Embedded,No,No,6.75,5.65,5.83,6.25,6.12,6.2,6.65,6.33,6.22,61.8,0,2,1.0,0,0,42.7,5.73,54.6,60.3,No,Medium,0,0
49656,Male,Pune,Tier2,IT,Embedded,No,No,6.24,6.43,6.27,7.31,7.02,6.84,6.49,6.4,6.62,80.2,2,2,,2,1,56.7,5.28,69.2,64.6,Yes,Medium,0,0
49657,Female,Delhi,Tier1,Civil,Networking,No,No,8.59,8.12,8.44,8.3,8.53,9.06,8.32,9.1,8.56,85.1,3,5,3.0,3,1,83.8,8.78,81.1,,Yes,Excellent,1,0
